"°Å·¡ÀÏÀÚ","Ç°¸ס¸ם","¹ÝÀÔ·®","±Ý¾×","Àü³ג ¹ÝÀÔ·®","Àü³ג ¹ÝÀÔ·® Áץ°¨·ü(%)","Àü³ג ±Ý¾×","Àü³ג ±Ý¾× Áץ°¨·ü(%)","Æע³ג ¹ÝÀÔ·®","Æע³ג ¹ÝÀÔ·® Áץ°¨·ü(%)","Æע³ג ±Ý¾×","Æע³ג ±Ý¾× Áץ°¨·ü(%)"
"2023-06-02","ÆØÀÌ","62770","82075500","58865","6.6","104288500","-21.3","54454","15.3","77592333","5.8"
"2023-06-01","ÆØÀÌ","60595","80802000","61385","-1.3","112264500","-28.0","55068","10.0","78630100","2.8"
"2023-05-31","ÆØÀÌ","66340","100553000","58764","12.9","115213000","-12.7","55781","18.9","81220630","23.8"
"2023-05-30","ÆØÀÌ","65500","105421000","59665","9.8","118666000","-11.2","55206","18.6","82357090","28.0"
"2023-05-29","ÆØÀÌ","66700","102981000",,"0.0",,"0.0","54753","21.8","82603637","24.7"
"2023-05-28","ÆØÀÌ",,,"58845","0.0","112825500","0.0","54396","0.0","82823620","0.0"
"2023-05-27","ÆØÀÌ","64540","87267000","55015","17.3","104468500","-16.5","53688","20.2","82201027","6.2"
"2023-05-26","ÆØÀÌ","61040","77910000","55540","9.9","104210000","-25.2","53433","14.2","80818067","-3.6"
"2023-05-25","ÆØÀÌ","61240","74646250","55510","10.3","107185750","-30.4","54052","13.3","80302753","-7.0"
"2023-05-24","ÆØÀÌ","60650","77441250","60795","-0.2","118004000","-34.4","54210","11.9","79117373","-2.1"
"2023-05-23","ÆØÀÌ","65730","90026500","64635","1.7","124361500","-27.6","54080","21.5","76523740","17.6"
"2023-05-22","ÆØÀÌ","64880","91932500",,"0.0",,"0.0","53989","20.2","75072700","22.5"
"2023-05-21","ÆØÀÌ",,,"57770","0.0","108340000","0.0","54256","0.0","73112747","0.0"
"2023-05-20","ÆØÀÌ","61270","79034000","57150","7.2","107972500","-26.8","55145","11.1","70937413","11.4"
"2023-05-19","ÆØÀÌ","61485","78367000","57150","7.6","113135750","-30.7","54706","12.4","69552250","12.7"
"2023-05-18","ÆØÀÌ","61920","82624500","60516","2.3","125190500","-34.0","55158","12.3","70292250","17.5"
"2023-05-17","ÆØÀÌ","62600","88800000","60740","3.1","130634500","-32.0","55978","11.8","71424383","24.3"
"2023-05-16","ÆØÀÌ","64682","97422000","54370","19.0","122148500","-20.2","56207","15.1","73800867","32.0"
"2023-05-15","ÆØÀÌ","67990","110701000",,"0.0",,"0.0","56206","21.0","76346033","45.0"
"2023-05-14","ÆØÀÌ",,,"57120","0.0","123530000","0.0","55988","0.0","78909283","0.0"
"2023-05-13","ÆØÀÌ","66355","109788000","57055","16.3","124898500","-12.1","56492","17.5","80884983","35.7"
"2023-05-12","ÆØÀÌ","64045","111985000","53755","19.1","121919500","-8.1","56747","12.9","81323600","37.7"
"2023-05-11","ÆØÀÌ","66580","126491500","57670","15.4","133325500","-5.1","57072","16.7","80471233","57.2"
"2023-05-10","ÆØÀÌ","67735","145799500","55303","22.5","125702500","16.0","57358","18.1","80532430","81.0"
"2023-05-09","ÆØÀÌ","64110","157980500","58590","9.4","131727000","19.9","57634","11.2","80836620","95.4"
"2023-05-08","ÆØÀÌ","69160","183946500",,"0.0",,"0.0","57249","20.8","81002073","127.1"
"2023-05-07","ÆØÀÌ",,,"64337","0.0","136236500","0.0","56909","0.0","80157957","0.0"
"2023-05-06","ÆØÀÌ","63050","157312000","65225","-3.3","137516500","14.4","56301","12.0","77977577","101.7"
"2023-05-05","ÆØÀÌ","59840","138125500","54510","9.8","115442500","19.6","56575","5.8","76075050","81.6"
"2023-05-04","ÆØÀÌ","60375","145579000","54570","10.6","109423000","33.0","57060","5.8","74447167","95.5"
"2023-05-03","ÆØÀÌ","55090","131178000","60060","-8.3","116475000","12.6","57439","-4.1","72266767","81.5"
"2023-05-02","ÆØÀÌ","54825","131606000","60455","-9.3","117282500","12.2","57650","-4.9","70301517","87.2"
"2023-05-01","ÆØÀÌ","56565","136957000",,"0.0",,"0.0","58470","-3.3","70779183","93.5"
"2023-04-30","ÆØÀÌ",,,"60695","0.0","118185000","0.0","58909","0.0","72382700","0.0"
"2023-04-29","ÆØÀÌ","58610","115980000","60700","-3.4","120437500","-3.7","59172","-0.9","74195017","56.3"
"2023-04-28","ÆØÀÌ","55085","101684500","61010","-9.7","128722500","-21.0","58746","-6.2","75543950","34.6"
"2023-04-27","ÆØÀÌ","56850","105214500","55800","1.9","127904000","-17.7","58317","-2.5","76483150","37.6"
"2023-04-26","ÆØÀÌ","54090","111044000","55985","-3.4","131216250","-15.4","57515","-6.0","77356250","43.5"
"2023-04-25","ÆØÀÌ","55990","118127000","54430","2.9","128171500","-7.8","56376","-0.7","78494833","50.5"
"2023-04-24","ÆØÀÌ","56555","106250000",,"0.0",,"0.0","56294","0.5","79837800","33.1"
"2023-04-23","ÆØÀÌ",,,"53730","0.0","119519500","0.0","56060","0.0","82397317","0.0"
"2023-04-22","ÆØÀÌ","53035","90066500","59595","-11.0","129980000","-30.7","55433","-4.3","84283017","6.9"
"2023-04-21","ÆØÀÌ","56725","90736000","59290","-4.3","133327000","-31.9","55593","2.0","85839183","5.7"
"2023-04-20","ÆØÀÌ","59060","93065000","54190","9.0","128131500","-27.4","56067","5.3","86016083","8.2"
"2023-04-19","ÆØÀÌ","61085","97029500","57010","7.1","133578000","-27.4","55617","9.8","85645750","13.3"
"2023-04-18","ÆØÀÌ","64520","104658000","59680","8.1","139872500","-25.2","55409","16.4","84932300","23.2"
"2023-04-17","ÆØÀÌ","68380","113741000",,"0.0",,"0.0","55832","22.5","85637500","32.8"
"2023-04-16","ÆØÀÌ",,,"59210","0.0","133291000","0.0","55374","0.0","86886217","0.0"
"2023-04-15","ÆØÀÌ","66695","105061000","54160","23.1","122754000","-14.4","54885","21.5","87041650","20.7"
"2023-04-14","ÆØÀÌ","66210","105303000","46790","41.5","106563000","-1.2","54424","21.7","86345100","22.0"
"2023-04-13","ÆØÀÌ","65945","103879500","55190","19.5","124643500","-16.7","54134","21.8","84851150","22.4"
"2023-04-12","ÆØÀÌ","70010","111241000","54145","29.3","126136500","-11.8","54291","29.0","82617512","34.6"
"2023-04-11","ÆØÀÌ","66390","113821000","58685","13.1","145730000","-21.9","55161","20.4","78890255","44.3"
"2023-04-10","ÆØÀÌ","65620","109390500",,"0.0",,"0.0","55814","17.6","77701542","40.8"
"2023-04-09","ÆØÀÌ",,,"58805","0.0","149445500","0.0","55719","0.0","76967642","0.0"
"2023-04-08","ÆØÀÌ","65620","105018000","56880","15.4","157549500","-33.3","55221","18.8","76465550","37.3"
"2023-04-07","ÆØÀÌ","61685","100864000","53105","16.2","151994000","-33.6","54053","14.1","75141533","34.2"
"2023-04-06","ÆØÀÌ","63750","107498500","54480","17.0","156195000","-31.2","54270","17.5","75753113","41.9"
"2023-04-05","ÆØÀÌ","64165","112066500","50775","26.4","140739000","-20.4","54915","16.8","75510720","48.4"
"2023-04-04","ÆØÀÌ","64790","119174500","58610","10.5","147636500","-19.3","55977","15.7","77436843","53.9"
"2023-04-03","ÆØÀÌ","61765","119085500",,"0.0",,"0.0","56937","8.5","80415517","48.1"
"2023-04-02","ÆØÀÌ",,,"57260","0.0","138523000","0.0","57669","0.0","83142607","0.0"
"2023-04-01","ÆØÀÌ","62875","116169500","54425","15.5","139974000","-17.0","57764","8.8","84428650","37.6"
"2023-03-31","ÆØÀÌ","58135","109038500","47960","21.2","131108000","-16.8","58100","0.1","86142117","26.6"
"2023-03-30","ÆØÀÌ","57335","106189500","48710","17.7","125492500","-15.4","57648","-0.5","86698417","22.5"
"2023-03-29","ÆØÀÌ","56360","103567500","46395","21.5","111648500","-7.2","56892","-0.9","87060517","19.0"
"2023-03-28","ÆØÀÌ","60035","109426000","50920","17.9","114023000","-4.0","56684","5.9","89178633","22.7"
"2023-03-27","ÆØÀÌ","61015","109885000",,"0.0",,"0.0","56547","7.9","90378147","21.6"
"2023-03-26","ÆØÀÌ",,,"58790","0.0","125632500","0.0","56342","0.0","90055373","0.0"
"2023-03-25","ÆØÀÌ","61740","106884500","57330","7.7","124570000","-14.2","56397","9.5","89320773","19.7"
"2023-03-24","ÆØÀÌ","62215","113203500","48175","29.1","106587500","6.2","57537","8.1","88829407","27.4"
"2023-03-23","ÆØÀÌ","58540","119012500","51205","14.3","109981000","8.2","58064","0.8","87732390","35.7"
"2023-03-22","ÆØÀÌ","62065","140514500","58945","5.3","125170000","12.3","57879","7.2","87712177","60.2"
"2023-03-21","ÆØÀÌ","59735","143560500","59115","1.0","125640000","14.3","57438","4.0","88835383","61.6"
"2023-03-20","ÆØÀÌ","61410","155144500",,"0.0",,"0.0","57120","7.5","89456467","73.4"
"2023-03-19","ÆØÀÌ",,,"50475","0.0","106120000","0.0","55847","0.0","89900167","0.0"
"2023-03-18","ÆØÀÌ","59965","153282000","49403","21.4","102780500","49.1","55169","8.7","91208530","68.1"
"2023-03-17","ÆØÀÌ","59145","152615500","47985","23.3","103357500","47.7","54999","7.5","91752830","66.3"
"2023-03-16","ÆØÀÌ","51770","130877500","55650","-7.0","118780500","10.2","54350","-4.7","91774913","42.6"
"2023-03-15","ÆØÀÌ","54180","134782000","54360","-0.3","116926000","15.3","54404","-0.4","92062123","46.4"
"2023-03-14","ÆØÀÌ","56430","137717000","57505","-1.9","128550500","7.1","54092","4.3","91874923","49.9"
"2023-03-13","ÆØÀÌ","57945","141080500",,"0.0",,"0.0","52902","9.5","90365643","56.1"
"2023-03-12","ÆØÀÌ",,,"58110","0.0","137208000","0.0","52468","0.0","88788943","0.0"
"2023-03-11","ÆØÀÌ","54990","131714000","56300","-2.3","130820500","0.7","52249","5.2","87463187","50.6"
"2023-03-10","ÆØÀÌ","56020","137192500","48325","15.9","105980500","29.5","51562","8.6","85952627","59.6"
"2023-03-09","ÆØÀÌ","56050","140449500","56680","-1.1","126786000","10.8","51324","9.2","84729657","65.8"
"2023-03-08","ÆØÀÌ","58695","159698000","53085","10.6","137539500","16.1","51284","14.5","83517523","91.2"
"2023-03-07","ÆØÀÌ","58970","169146000","56320","4.7","163645000","3.4","52149","13.1","82571923","104.8"
"2023-03-06","ÆØÀÌ","57140","168185500",,"0.0",,"0.0","51985","9.9","83584897","101.2"
"2023-03-05","ÆØÀÌ",,,"56725","0.0","160480500","0.0","52247","0.0","84678797","0.0"
"2023-03-04","ÆØÀÌ","60045","175780000","48205","24.6","118540000","48.3","51964","15.6","86534367","103.1"
"2023-03-03","ÆØÀÌ","62060","181955500","50040","24.0","109636500","66.0","52710","17.7","88718417","105.1"
"2023-03-02","ÆØÀÌ","58985","165534500","50540","16.7","103622500","59.7","52472","12.4","90273483","83.4"
"2023-03-01","ÆØÀÌ","60955","165170500","57800","5.5","113116000","46.0","53392","14.2","92068417","79.4"
"2023-02-28","ÆØÀÌ","62785","168058500","57490","9.2","111483500","50.7","53843","16.6","95205950","76.5"
"2023-02-27","ÆØÀÌ","61560","166394500",,"0.0",,"0.0","53823","14.4","93548767","77.9"
"2023-02-26","ÆØÀÌ",,,"57360","0.0","111519000","0.0","52465","0.0","90374200","0.0"
"2023-02-25","ÆØÀÌ","65660","173123000","49510","32.6","97779500","77.1","52174","25.8","87835500","97.1"
"2023-02-24","ÆØÀÌ","61105","163884500","46565","31.2","87976000","86.3","51391","18.9","83823917","95.5"
"2023-02-23","ÆØÀÌ","61380","160259000","55520","10.6","98166500","63.3","49699","23.5","78346267","104.6"
"2023-02-22","ÆØÀÌ","62565","158422000","50015","25.1","86990000","82.1","50745","23.3","78532063","101.7"
"2023-02-21","ÆØÀÌ","63240","170009500","55580","13.8","92649500","83.5","52124","21.3","80164297","112.1"
"2023-02-20","ÆØÀÌ","58290","177458000",,"0.0",,"0.0","52445","11.1","82192601","115.9"
"2023-02-19","ÆØÀÌ",,,"59635","0.0","97249500","0.0","53347","0.0","85990643","0.0"
"2023-02-18","ÆØÀÌ","56250","163086000","60875","-7.6","100387000","62.5","52920","6.3","89028609","83.2"
"2023-02-17","ÆØÀÌ","53890","143582500","57895","-6.9","96052500","49.5","53001","1.7","91276396","57.3"
"2023-02-16","ÆØÀÌ","55255","138289000","59645","-7.4","101665000","36.0","53548","3.2","95606425","44.6"
"2023-02-15","ÆØÀÌ","57877","151256500","53560","8.1","94595000","59.9","54465","6.3","95464908","58.4"
"2023-02-14","ÆØÀÌ","55278","154489000","55920","-1.1","105235500","46.8","54522","1.4","94475908","63.5"
"2023-02-13","ÆØÀÌ","55620","149767500",,"0.0",,"0.0","54954","1.2","93521408","60.1"
"2023-02-12","ÆØÀÌ",,,"47120","0.0","84392500","0.0","55553","0.0","95011508","0.0"
"2023-02-11","ÆØÀÌ","54865","137940250","49977","9.8","79607500","73.3","55602","-1.3","97706467","41.2"
"2023-02-10","ÆØÀÌ","57460","141888500","59145","-2.8","89132000","59.2","55521","3.5","101696183","39.5"
"2023-02-09","ÆØÀÌ","59820","140105000","65245","-8.3","99876000","40.3","55305","8.2","105843617","32.4"
"2023-02-08","ÆØÀÌ","54905","131682000","65090","-15.6","102342500","28.7","54478","0.8","109072660","20.7"
"2023-02-07","ÆØÀÌ","51440","135922500","63485","-19.0","108175000","25.7","54011","-4.8","112357255","21.0"
"2023-02-06","ÆØÀÌ","50040","128557500",,"0.0",,"0.0","53955","-7.3","114370088","12.4"
"2023-02-05","ÆØÀÌ",,,"77635","0.0","136986500","0.0","54031","0.0","115399953","0.0"
"2023-02-04","ÆØÀÌ","50500","109268000","65215","-22.6","133173500","-18.0","55292","-8.7","117378607","-6.9"
"2023-02-03","ÆØÀÌ","58295","113917500",,"0.0",,"0.0","56069","4.0","117798452","-3.3"
"2023-02-02","ÆØÀÌ","58515","116690500",,"0.0",,"0.0","56196","4.1","117443682","-0.6"
"2023-02-01","ÆØÀÌ","60945","135855500",,"0.0",,"0.0","54711","11.4","116385149","16.7"
"2023-01-31","ÆØÀÌ","57480","147496500",,"0.0",,"0.0","55685","3.2","121169818","21.7"
"2023-01-30","ÆØÀÌ","56185","135145000","43445","29.3","86005000","57.1","54946","2.3","126702288","6.7"
"2023-01-29","ÆØÀÌ",,,"76815","0.0","169852000","0.0","53679","0.0","131055930","0.0"
"2023-01-28","ÆØÀÌ","60430","106632000","72920","-17.1","203222500","-47.5","53317","13.3","127920110","-16.6"
"2023-01-27","ÆØÀÌ","63985","102510500","71610","-10.6","210701500","-51.3","52081","22.9","125209053","-18.1"
"2023-01-26","ÆØÀÌ","63350","106935500","70480","-10.1","197944000","-46.0","50854","24.6","122148999","-12.5"
"2023-01-25","ÆØÀÌ","63525","109102500","69725","-8.9","212438500","-48.6","50620","25.5","123646343","-11.8"
"2023-01-24","ÆØÀÌ",,,"62305","0.0","196757000","0.0","50738","0.0","125906172","0.0"
"2023-01-23","ÆØÀÌ",,,,"0.0",,"0.0","50861","0.0","130343220","0.0"
"2023-01-22","ÆØÀÌ",,,"60950","0.0","184284000","0.0","51697","0.0","136192750","0.0"
"2023-01-21","ÆØÀÌ","50117","79716750","59280","-15.5","173686500","-54.1","52233","-4.1","136635283","-41.7"
"2023-01-20","ÆØÀÌ","77215","131233000","53185","45.2","155477000","-15.6","52546","46.9","134958117","-2.8"
"2023-01-19","ÆØÀÌ","75530","141752500","58650","28.8","170072500","-16.7","53449","41.3","135650363","4.5"
"2023-01-18","ÆØÀÌ","74205","158407500","50385","47.3","146857500","7.9","53116","39.7","135878047","16.6"
"2023-01-17","ÆØÀÌ","64680","126137000","56465","14.5","163654000","-22.9","52882","22.3","136148213","-7.4"
"2023-01-16","ÆØÀÌ","57915","102358000",,"0.0",,"0.0","52046","11.3","131030910","-21.9"
"2023-01-15","ÆØÀÌ",,,"56365","0.0","160236000","0.0","50920","0.0","124477900","0.0"
"2023-01-14","ÆØÀÌ","71390","117295500","60150","18.7","165407500","-29.1","50581","41.1","120674883","-2.8"
"2023-01-13","ÆØÀÌ","71735","121654500","52295","37.2","138419000","-12.1","50191","42.9","114593117","6.2"
"2023-01-12","ÆØÀÌ","71685","125421750","53780","33.3","135451500","-7.4","50895","40.8","111032807","13.0"
"2023-01-11","ÆØÀÌ","78020","145702500","55890","39.6","142697500","2.1","51361","51.9","109224777","33.4"
"2023-01-10","ÆØÀÌ","72416","148435000","47220","53.4","121193500","22.5","52303","38.5","110114717","34.8"
"2023-01-09","ÆØÀÌ","76830","160835000",,"0.0",,"0.0","53239","44.3","114406850","40.6"
"2023-01-08","ÆØÀÌ",,,"53495","0.0","121504500","0.0","54364","0.0","117325867","0.0"
"2023-01-07","ÆØÀÌ","69095","141604000","56910","21.4","126241500","12.2","57510","20.1","122577253","15.5"
"2023-01-06","ÆØÀÌ","71050","145641500","56960","24.7","127698000","14.1","59364","19.7","127841853","13.9"
"2023-01-05","ÆØÀÌ","65645","136084000","69440","-5.5","151970000","-10.5","60100","9.2","133737041","1.8"
"2023-01-04","ÆØÀÌ","68130","142772000","58850","15.8","139067500","2.7","60981","11.7","139734574","2.2"
"2023-01-03","ÆØÀÌ","68840","142175500","58395","17.9","148040000","-4.0","61800","11.4","144538808","-1.6"
"2023-01-02","ÆØÀÌ",,,,"0.0",,"0.0","61721","0.0","147237921","0.0"
"2023-01-01","ÆØÀÌ",,,,"0.0",,"0.0","61673","0.0","148348388","0.0"
"2022-12-31","ÆØÀÌ","78740","156381900","62400","26.2","154792000","1.0","62024","27.0","149027703","4.9"
"2022-12-30","ÆØÀÌ","74135","155680000","56615","30.9","156102500","-0.3","60105","23.3","148346740","4.9"
"2022-12-29","ÆØÀÌ","71280","152919000","57965","23.0","168401000","-9.2","58442","22.0","145382740","5.2"
"2022-12-28","ÆØÀÌ","66960","144464000","51265","30.6","155059000","-6.8","56308","18.9","140548015","2.8"
"2022-12-27","ÆØÀÌ","62059","131449000","56750","9.4","139152750","-5.5","55569","11.7","135584883","-3.1"
"2022-12-26","ÆØÀÌ","62190","137894000",,"0.0",,"0.0","56159","10.7","131435968","4.9"
"2022-12-25","ÆØÀÌ",,,"54925","0.0","118034500","0.0","56852","0.0","126081742","0.0"
"2022-12-24","ÆØÀÌ","63925","143910000","57930","10.3","111921500","28.6","56278","13.6","120892658","19.0"
"2022-12-23","ÆØÀÌ","61505","133858000","56520","8.8","102282500","30.9","56013","9.8","116947803","14.5"
"2022-12-22","ÆØÀÌ","63675","120294500","59115","7.7","103217500","16.5","55513","14.7","113362670","6.1"
"2022-12-21","ÆØÀÌ","62920","105110500","62290","1.0","109115000","-3.7","54959","14.5","109210890","-3.8"
"2022-12-20","ÆØÀÌ","64095","98513500","58235","10.1","103457000","-4.8","54568","17.5","105798057","-6.9"
"2022-12-19","ÆØÀÌ","67430","94657500",,"0.0",,"0.0","54292","24.2","103092720","-8.2"
"2022-12-18","ÆØÀÌ",,,"52275","0.0","92716000","0.0","54252","0.0","100431137","0.0"
"2022-12-17","ÆØÀÌ","70935","96150500","52520","35.1","92842500","3.6","55063","28.8","99835400","-3.7"
"2022-12-16","ÆØÀÌ","70860","94521500","56335","25.8","99288500","-4.8","55941","26.7","98280933","-3.8"
"2022-12-15","ÆØÀÌ","69885","88832500","65845","6.1","119551000","-25.7","57246","22.1","97340797","-8.7"
"2022-12-14","ÆØÀÌ","69865","85126000","61350","13.9","114877500","-25.9","58480","19.5","95060630","-10.5"
"2022-12-13","ÆØÀÌ","69595","82047500","66125","5.2","120414500","-31.9","58367","19.2","92852550","-11.6"
"2022-12-12","ÆØÀÌ","73420","83592000",,"0.0",,"0.0","57924","26.8","92320067","-9.5"
"2022-12-11","ÆØÀÌ",,,"53970","0.0","97108000","0.0","57242","0.0","91318767","0.0"
"2022-12-10","ÆØÀÌ","74055","82857000","56010","32.2","99337500","-16.6","56424","31.2","87818683","-5.6"
"2022-12-09","ÆØÀÌ","70690","81070000","53185","32.9","96605000","-16.1","55637","27.1","85360467","-5.0"
"2022-12-08","ÆØÀÌ","73900","91124500","54070","36.7","99147500","-8.1","55370","33.5","84797856","7.5"
"2022-12-07","ÆØÀÌ","69463","87339000","53710","29.3","99325000","-12.1","54764","26.8","85482506","2.2"
"2022-12-06","ÆØÀÌ","65810","72002000","49990","31.6","93990000","-23.4","54196","21.4","85034789","-15.3"
"2022-12-05","ÆØÀÌ","68180","65299000",,"0.0",,"0.0","53643","27.1","83585639","-21.9"
"2022-12-04","ÆØÀÌ",,,"56060","0.0","102674500","0.0","53531","0.0","82881339","0.0"
"2022-12-03","ÆØÀÌ","69205","61125500","57130","21.1","106416500","-42.6","53498","29.4","81077217","-24.6"
"2022-12-02","ÆØÀÌ","70555","62103500","62955","12.1","117480000","-47.1","52961","33.2","79040050","-21.4"
"2022-12-01","ÆØÀÌ","67585","61547000","55665","21.4","106839000","-42.4","53249","26.9","78443624","-21.5"
