"°Å·¡ÀÏÀÚ","Ç°¸ס¸ם","¹ÝÀÔ·®","±Ý¾×","Àü³ג ¹ÝÀÔ·®","Àü³ג ¹ÝÀÔ·® Áץ°¨·ü(%)","Àü³ג ±Ý¾×","Àü³ג ±Ý¾× Áץ°¨·ü(%)","Æע³ג ¹ÝÀÔ·®","Æע³ג ¹ÝÀÔ·® Áץ°¨·ü(%)","Æע³ג ±Ý¾×","Æע³ג ±Ý¾× Áץ°¨·ü(%)"
"2018-03-13","ÆØÀÌ","49545","86269900","73315","-32.4","125677330","-31.4","58012","-14.6","97228983","-11.3"
"2018-03-12","ÆØÀÌ","50267","85803000",,"0.0",,"0.0","57518","-12.6","93129317","-7.9"
"2018-03-11","ÆØÀÌ",,,"59971","0.0","101537500","0.0","58376","0.0","91150933","0.0"
"2018-03-10","ÆØÀÌ","47747","76566000","56040","-14.8","93965400","-18.5","58651","-18.6","88114350","-13.1"
"2018-03-09","ÆØÀÌ","44800","67105900","67096","-33.2","115958500","-42.1","58598","-23.5","83527083","-19.7"
"2018-03-08","ÆØÀÌ","49167","72343000","61304","-19.8","122280500","-40.8","57851","-15.0","81616267","-11.4"
"2018-03-07","ÆØÀÌ","49355","77559700","57321","-13.9","117103000","-33.8","58000","-14.9","81607733","-5.0"
"2018-03-06","ÆØÀÌ","49128","81736000","56738","-13.4","108311760","-24.5","57876","-15.1","81752050","0.0"
"2018-03-05","ÆØÀÌ","46761","77986500",,"0.0",,"0.0","58421","-20.0","82843950","-5.9"
"2018-03-04","ÆØÀÌ",,,"58140","0.0","94380000","0.0","59097","0.0","83201517","0.0"
"2018-03-03","ÆØÀÌ","54735","80595500","58142","-5.9","90044700","-10.5","60030","-8.8","83349333","-3.3"
"2018-03-02","ÆØÀÌ","53123","75873000","62877","-15.5","92886530","-18.3","60262","-11.8","82062900","-7.5"
"2018-03-01","ÆØÀÌ","54668","78841000","60979","-10.3","89969000","-12.4","60436","-9.5","80967059","-2.6"
"2018-02-28","ÆØÀÌ","47963","71969500","61096","-21.5","88800000","-19.0","60725","-21.0","79867226","-9.9"
"2018-02-27","ÆØÀÌ","52055","77453000","62753","-17.0","86280950","-10.2","60568","-14.1","78495912","-1.3"
"2018-02-26","ÆØÀÌ","48845","73290000",,"0.0",,"0.0","60638","-19.4","76831865","-4.6"
"2018-02-25","ÆØÀÌ",,,"61959","0.0","71983500","0.0","60720","0.0","75049298","0.0"
"2018-02-24","ÆØÀÌ","46775","67285500","59864","-21.9","69076300","-2.6","60232","-22.3","73178768","-8.1"
"2018-02-23","ÆØÀÌ","42635","59048000","64906","-34.3","74834000","-21.1","59888","-28.8","72001423","-18.0"
"2018-02-22","ÆØÀÌ","42685","60744000","60672","-29.6","70534000","-13.9","60585","-29.5","71780917","-15.4"
"2018-02-21","ÆØÀÌ","46800","68675500","65159","-28.2","77198300","-11.0","60933","-23.2","72739843","-5.6"
"2018-02-20","ÆØÀÌ","46530","80780200","68377","-32.0","81120900","-0.4","60719","-23.4","74542843","8.4"
"2018-02-19","ÆØÀÌ","47070","88782500",,"0.0",,"0.0","61584","-23.6","75785097","17.2"
"2018-02-18","ÆØÀÌ",,,"69840","0.0","79012500","0.0","62107","0.0","77050993","0.0"
"2018-02-17","ÆØÀÌ",,,"67850","0.0","80758800","0.0","62981","0.0","77992715","0.0"
"2018-02-16","ÆØÀÌ",,,"67193","0.0","82156500","0.0","63318","0.0","79136857","0.0"
"2018-02-15","ÆØÀÌ","50390","94019000","66795","-24.6","85691220","9.7","63529","-20.7","80297295","17.1"
"2018-02-14","ÆØÀÌ","59588","158764700","63762","-6.5","80827580","96.4","63791","-6.6","82027416","93.6"
"2018-02-13","ÆØÀÌ","64285","192005500","67820","-5.2","83171580","130.9","62090","3.5","84154124","128.2"
"2018-02-12","ÆØÀÌ","54740","177315000",,"0.0",,"0.0","60362","-9.3","85815800","106.6"
"2018-02-11","ÆØÀÌ",,,"56012","0.0","67252500","0.0","59795","0.0","89146607","0.0"
"2018-02-10","ÆØÀÌ","51100","141559200","58915","-13.3","69780900","102.9","58864","-13.2","91441200","54.8"
"2018-02-09","ÆØÀÌ","53420","133335000","68954","-22.5","86983360","53.3","57781","-7.5","97822235","36.3"
"2018-02-08","ÆØÀÌ","56120","139430500","61715","-9.1","80264360","73.7","58328","-3.8","104640026","33.2"
"2018-02-07","ÆØÀÌ","52778","132541500","59122","-10.7","81055680","63.5","59072","-10.7","109931373","20.6"
"2018-02-06","ÆØÀÌ","54426","144635700","65095","-16.4","86537500","67.1","60264","-9.7","115517728","25.2"
"2018-02-05","ÆØÀÌ","50996","147238500",,"0.0",,"0.0","59987","-15.0","116003536","26.9"
"2018-02-04","ÆØÀÌ",,,"64950","0.0","82172500","0.0","59361","0.0","114058693","0.0"
"2018-02-03","ÆØÀÌ","46255","114741500","70032","-34.0","91615860","25.2","58381","-20.8","111813609","2.6"
"2018-02-02","ÆØÀÌ","48372","113689000","71494","-32.3","98520540","15.4","57338","-15.6","112149614","1.4"
"2018-02-01","ÆØÀÌ","47874","107567500","71974","-33.5","101253360","6.2","56574","-15.4","111352768","-3.4"
"2018-01-31","ÆØÀÌ","53090","126374200",,"0.0",,"0.0","56342","-5.8","111135296","13.7"
"2018-01-30","ÆØÀÌ","54536","126260000",,"0.0",,"0.0","55315","-1.4","110446472","14.3"
"2018-01-29","ÆØÀÌ","58805","126777000",,"0.0",,"0.0","57744","1.8","109125973","16.2"
"2018-01-28","ÆØÀÌ",,,,"0.0",,"0.0","59154","0.0","108164308","0.0"
"2018-01-27","ÆØÀÌ","50676","107885000","71750","-29.4","99749000","8.2","59802","-15.3","108572817","-0.6"
"2018-01-26","ÆØÀÌ","48351","97754900","76674","-36.9","123605860","-20.9","58719","-17.7","105196483","-7.1"
"2018-01-25","ÆØÀÌ","50857","104409700","77385","-34.3","143461000","-27.2","58652","-13.3","104317350","0.1"
"2018-01-24","ÆØÀÌ","48400","104077700","66965","-27.7","126353000","-17.6","57840","-16.3","101487333","2.6"
"2018-01-23","ÆØÀÌ","50394","113165900","65143","-22.6","126402620","-10.5","57662","-12.6","100937893","12.1"
"2018-01-22","ÆØÀÌ","50521","114160500",,"0.0",,"0.0","57437","-12.0","102771776","11.1"
"2018-01-21","ÆØÀÌ",,,"63305","0.0","109958260","0.0","56866","0.0","102557197","0.0"
"2018-01-20","ÆØÀÌ","51472","106325000","65766","-21.7","104616500","1.6","56678","-9.2","101313737","4.9"
"2018-01-19","ÆØÀÌ","54910","111042000","68710","-20.1","109120000","1.8","55878","-1.7","100575041","10.4"
"2018-01-18","ÆØÀÌ","57969","115594800","71716","-19.2","112286220","2.9","54253","6.8","100851881","14.6"
"2018-01-17","ÆØÀÌ","55421","112583900","69502","-20.3","111082000","1.4","54007","2.6","100841748","11.6"
"2018-01-16","ÆØÀÌ","52594","109038000","70925","-25.8","115433500","-5.5","54222","-3.0","100314808","8.7"
"2018-01-15","ÆØÀÌ","51641","104880500",,"0.0",,"0.0","54315","-4.9","100032057","4.8"
"2018-01-14","ÆØÀÌ",,,"66050","0.0","103763500","0.0","53926","0.0","100853723","0.0"
"2018-01-13","ÆØÀÌ","50555","94388400","66790","-24.3","105197500","-10.3","54736","-7.6","100450080","-6.0"
"2018-01-12","ÆØÀÌ","52090","95489500","72945","-28.6","115647000","-17.4","53975","-3.5","99447896","-4.0"
"2018-01-11","ÆØÀÌ","54070","101619000","64885","-16.7","108612500","-6.4","54476","-0.7","99081469","2.6"
"2018-01-10","ÆØÀÌ","55612","105960000","53840","3.3","89917000","17.8","56323","-1.3","100861506","5.1"
"2018-01-09","ÆØÀÌ","59226","117271500","57615","2.8","89814000","30.6","58154","1.8","103508573","13.3"
"2018-01-08","ÆØÀÌ","55921","113564000",,"0.0",,"0.0","60425","-7.5","109468426","3.7"
"2018-01-07","ÆØÀÌ",,,"70025","0.0","104606000","0.0","62941","0.0","117470433","0.0"
"2018-01-06","ÆØÀÌ","63342","119540500","67330","-5.9","106354500","12.4","64258","-1.4","126039123","-5.2"
"2018-01-05","ÆØÀÌ","65404","125923800","76551","-14.6","124255500","1.3","66053","-1.0","134919108","-6.7"
"2018-01-04","ÆØÀÌ","63006","148491000","69009","-8.7","119628000","24.1","66735","-5.6","143298325","3.6"
"2018-01-03","ÆØÀÌ","57185","144152500","84570","-32.4","147759000","-2.4","66835","-14.4","147889425","-2.5"
"2018-01-02","ÆØÀÌ",,,,"0.0",,"0.0","67483","0.0","149440765","0.0"
"2018-01-01","ÆØÀÌ",,,,"0.0",,"0.0","67152","0.0","149959567","0.0"
"2017-12-31","ÆØÀÌ",,,"77592","0.0","128955000","0.0","65193","0.0","144689647","0.0"
"2017-12-30","ÆØÀÌ","67146","137393500","74088","-9.4","126093500","9.0","63445","5.8","136744823","0.5"
"2017-12-29","ÆØÀÌ","70149","141421800","72476","-3.2","129928700","8.8","61860","13.4","128636006","9.9"
"2017-12-28","ÆØÀÌ","68129","140742300","71325","-4.5","129759640","8.5","60839","12.0","124067206","13.4"
"2017-12-27","ÆØÀÌ","60828","135001500","66960","-9.2","125575500","7.5","60287","0.9","121839223","10.8"
"2017-12-26","ÆØÀÌ","62892","134393500","64385","-2.3","123072500","9.2","60729","3.6","122588859","9.6"
"2017-12-25","ÆØÀÌ","64790","139114400",,"0.0",,"0.0","60169","7.7","124186617","12.0"
"2017-12-24","ÆØÀÌ",,,"64909","0.0","116305000","0.0","59243","0.0","126137967","0.0"
"2017-12-23","ÆØÀÌ","57926","125269000","65499","-11.6","122995000","1.8","58566","-1.1","127207233","-1.5"
"2017-12-22","ÆØÀÌ","54660","111538300","65746","-16.9","130947500","-14.8","57965","-5.7","128472417","-13.2"
"2017-12-21","ÆØÀÌ","56020","108175900","65064","-13.9","136378000","-20.7","56799","-1.4","128014250","-15.5"
"2017-12-20","ÆØÀÌ","54553","105175900","58263","-6.4","124971000","-15.8","55976","-2.5","126281317","-16.7"
"2017-12-19","ÆØÀÌ","53690","100419000","60210","-10.8","125088500","-19.7","55281","-2.9","123920233","-19.0"
"2017-12-18","ÆØÀÌ","54434","94078000",,"0.0",,"0.0","54105","0.6","124519400","-24.4"
"2017-12-17","ÆØÀÌ",,,"59113","0.0","117772500","0.0","53659","0.0","124610233","0.0"
"2017-12-16","ÆØÀÌ","51718","78007500","57666","-10.3","112605500","-30.7","53852","-4.0","123409000","-36.8"
"2017-12-15","ÆØÀÌ","59334","81252500","57224","3.7","113232000","-28.2","53875","10.1","120529700","-32.6"
"2017-12-14","ÆØÀÌ","62638","83771000","61206","2.3","119189500","-29.7","53333","17.4","117545733","-28.7"
"2017-12-13","ÆØÀÌ","65883","89808500","55117","19.5","111400500","-19.4","52012","26.7","112910033","-20.5"
"2017-12-12","ÆØÀÌ","65840","85227000","55750","18.1","111275000","-23.4","49994","31.7","108439483","-21.4"
"2017-12-11","ÆØÀÌ","65024","82524000",,"0.0",,"0.0","48316","34.6","104711417","-21.2"
"2017-12-10","ÆØÀÌ",,,"55700","0.0","100296000","0.0","47126","0.0","101736817","0.0"
"2017-12-09","ÆØÀÌ","65135","78585000","55087","18.2","99906500","-21.3","46866","39.0","100273283","-21.6"
"2017-12-08","ÆØÀÌ","61331","67406000","50346","21.8","92845000","-27.4","47396","29.4","98742000","-31.7"
"2017-12-07","ÆØÀÌ","61823","73369500","52529","17.7","95900500","-23.5","48542","27.4","98981633","-25.9"
"2017-12-06","ÆØÀÌ","54704","68263000","58061","-5.8","105435000","-35.3","49908","9.6","101713967","-32.9"
"2017-12-05","ÆØÀÌ","54064","69457000","59916","-9.8","109882000","-36.8","50930","6.2","101232517","-31.4"
"2017-12-04","ÆØÀÌ","58671","67497000",,"0.0",,"0.0","51153","14.7","100902517","-33.1"
"2017-12-03","ÆØÀÌ",,,"54403","0.0","99582000","0.0","51668","0.0","100183000","0.0"
"2017-12-02","ÆØÀÌ","53322","56809000","52121","2.3","95902500","-40.8","52350","1.9","100486553","-43.5"
"2017-12-01","ÆØÀÌ","58900","61181500","60160","-2.1","108388000","-43.6","51855","13.6","96040033","-36.3"
"2017-11-30","ÆØÀÌ","61441","65032000","58783","4.5","112817300","-42.4","51815","18.6","93757013","-30.6"
"2017-11-29","ÆØÀÌ","59252","63616000","54888","8.0","111323500","-42.9","51829","14.3","89592280","-29.0"
"2017-11-28","ÆØÀÌ","61270","66598500","54619","12.2","104340000","-36.2","50961","20.2","86124447","-22.7"
"2017-11-27","ÆØÀÌ","60885","65830500",,"0.0",,"0.0","49795","22.3","85025713","-22.6"
"2017-11-26","ÆØÀÌ",,,"51031","0.0","97718200","0.0","49757","0.0","85818213","0.0"
"2017-11-25","ÆØÀÌ","59170","63275000","57396","3.1","109507000","-42.2","49605","19.3","85499083","-26.0"
"2017-11-24","ÆØÀÌ","57922","59645000","57025","1.6","111992000","-46.7","49817","16.3","85331650","-30.1"
"2017-11-23","ÆØÀÌ","61515","65147500","57145","7.6","116038000","-43.9","50391","22.1","84016950","-22.5"
"2017-11-22","ÆØÀÌ","54432","59011500","49509","9.9","113327500","-47.9","51502","5.7","82271417","-28.3"
"2017-11-21","ÆØÀÌ","58536","61284000","54584","7.2","119248500","-48.6","52386","11.7","80960167","-24.3"
"2017-11-20","ÆØÀÌ","60579","63487000",,"0.0",,"0.0","53356","13.5","81003384","-21.6"
"2017-11-19","ÆØÀÌ",,,"55239","0.0","118120500","0.0","54429","0.0","81404484","0.0"
"2017-11-18","ÆØÀÌ","62327","62200000","53305","16.9","108826000","-42.8","55905","11.5","83634784","-25.6"
"2017-11-17","ÆØÀÌ","62768","64408800","54269","15.7","110386500","-41.7","56490","11.1","85063101","-24.3"
"2017-11-16","ÆØÀÌ","67226","67714500","54073","24.3","116854500","-42.1","56051","19.9","85847817","-21.1"
"2017-11-15","ÆØÀÌ","64894","66899500","50256","29.1","116600500","-42.6","54657","18.7","86007417","-22.2"
"2017-11-14","ÆØÀÌ","68776","70692000","46598","47.6","114971500","-38.5","53852","27.7","86654783","-18.4"
"2017-11-13","ÆØÀÌ","66606","68836500",,"0.0",,"0.0","53455","24.6","88498883","-22.2"
"2017-11-12","ÆØÀÌ",,,"52387","0.0","115256000","0.0","53050","0.0","90145233","0.0"
"2017-11-11","ÆØÀÌ","66620","69849000","56260","18.4","127410000","-45.2","53585","24.3","90582167","-22.9"
"2017-11-10","ÆØÀÌ","59549","62716500","52794","12.8","117357000","-46.6","54551","9.2","90756217","-30.9"
"2017-11-09","ÆØÀÌ","58513","63739500","57707","1.4","125588000","-49.2","54656","7.1","90332483","-29.4"
"2017-11-08","ÆØÀÌ","58607","66968000","52784","11.0","119384000","-43.9","54029","8.5","89378537","-25.1"
"2017-11-07","ÆØÀÌ","62986","73001500","55250","14.0","130474500","-44.0","53283","18.2","90031417","-18.9"
"2017-11-06","ÆØÀÌ","58340","73005000",,"0.0",,"0.0","52115","11.9","91043250","-19.8"
"2017-11-05","ÆØÀÌ",,,"54125","0.0","117431000","0.0","51829","0.0","94024983","0.0"
"2017-11-04","ÆØÀÌ","62395","72479500","51802","20.4","109906000","-34.1","51651","20.8","96877317","-25.2"
"2017-11-03","ÆØÀÌ","62930","69945000","52881","19.0","115166500","-39.3","51929","21.2","98951017","-29.3"
"2017-11-02","ÆØÀÌ","57884","64462500","54846","5.5","118934000","-45.8","52694","9.8","99540152","-35.2"
"2017-11-01","ÆØÀÌ","64961","73889000","54510","19.2","127716500","-42.1","54202","19.8","101080418","-26.9"
"2017-10-31","ÆØÀÌ","60335","75523500","59103","2.1","139495500","-45.9","54319","11.1","100642502","-25.0"
"2017-10-30","ÆØÀÌ","62582","80004400",,"0.0",,"0.0","54244","15.4","100942002","-20.7"
"2017-10-29","ÆØÀÌ",,,"59262","0.0","131633800","0.0","53860","0.0","102240168","0.0"
"2017-10-28","ÆØÀÌ","58180","68107500","51195","13.6","103421690","-34.1","52737","10.3","99886976","-31.8"
"2017-10-27","ÆØÀÌ","60404","69417300","52267","15.6","105946500","-34.5","52635","14.8","95609483","-27.4"
"2017-10-26","ÆØÀÌ","60462","68873900","53430","13.2","109007500","-36.8","52422","15.3","93992929","-26.7"
"2017-10-25","ÆØÀÌ","58893","73003700","53990","9.1","118749000","-38.5","53265","10.6","95145533","-23.3"
"2017-10-24","ÆØÀÌ","61164","86537100","57877","5.7","131622500","-34.3","53645","14.0","95927300","-9.8"
"2017-10-23","ÆØÀÌ","59770","85782000",,"0.0",,"0.0","53836","11.0","99620285","-13.9"
"2017-10-22","ÆØÀÌ",,,"57371","0.0","127122000","0.0","54302","0.0","105091100","0.0"
"2017-10-21","ÆØÀÌ","56330","69023800","52716","6.9","124251000","-44.4","53535","5.2","108015367","-36.1"
"2017-10-20","ÆØÀÌ","59727","62858700","57893","3.2","123530500","-49.1","52707","13.3","108103417","-41.9"
"2017-10-19","ÆØÀÌ","62554","68700400","52192","19.9","120149000","-42.8","51426","21.6","107446417","-36.1"
"2017-10-18","ÆØÀÌ","65238","76464800","48590","34.3","115903500","-34.0","50533","29.1","104186133","-26.6"
"2017-10-17","ÆØÀÌ","61345","83033000","56580","8.4","139045000","-40.3","49285","24.5","101407183","-18.1"
"2017-10-16","ÆØÀÌ","60519","82733400",,"0.0",,"0.0","48349","25.2","96043450","-13.9"
"2017-10-15","ÆØÀÌ",,,"46578","0.0","120159500","0.0","48210","0.0","92643683","0.0"
"2017-10-14","ÆØÀÌ","60700","69545000","47722","27.2","102264000","-32.0","49087","23.7","88135517","-21.1"
"2017-10-13","ÆØÀÌ","63688","73257300","53752","18.5","102258000","-28.4","49765","28.0","85783053","-14.6"
"2017-10-12","ÆØÀÌ","60798","75402300","56156","8.3","110284500","-31.6","51081","19.0","86327687","-12.7"
"2017-10-11","ÆØÀÌ","62537","94161200","57128","9.5","117400500","-19.8","52165","19.9","87356903","7.8"
"2017-10-10","ÆØÀÌ","68629","127835400","59726","14.9","131322000","-2.7","52408","31.0","88619457","44.3"
"2017-10-09","ÆØÀÌ","71995","129995000",,"0.0",,"0.0","52140","38.1","88647560","46.6"
"2017-10-08","ÆØÀÌ",,,"59299","0.0","113847000","0.0","52982","0.0","89859973","0.0"
"2017-10-07","ÆØÀÌ","59193","104865300","57385","3.2","113053000","-7.2","53745","10.1","88810500","18.1"
"2017-10-06","ÆØÀÌ",,,"54890","0.0","115009000","0.0","53617","0.0","88395427","0.0"
"2017-10-05","ÆØÀÌ",,,"54683","0.0","110624000","0.0","54486","0.0","87654990","0.0"
"2017-10-04","ÆØÀÌ",,,"53399","0.0","113538000","0.0","54880","0.0","86649869","0.0"
"2017-10-03","ÆØÀÌ","67708","136412300","64003","5.8","119884000","13.8","54634","23.9","85590448","59.4"
"2017-10-02","ÆØÀÌ","63293","131803300",,"0.0",,"0.0","54901","15.3","86793039","51.9"
"2017-10-01","ÆØÀÌ",,,"60617","0.0","128304000","0.0","55548","0.0","90302541","0.0"
"2017-09-30","ÆØÀÌ","72574","89826000","56782","27.8","107972200","-16.8","55033","31.9","93172091","-3.6"
"2017-09-29","ÆØÀÌ","72643","102332300","67529","7.6","111019700","-7.8","53981","34.6","94233673","8.6"
"2017-09-28","ÆØÀÌ","66845","104238500","65781","1.6","117675000","-11.4","54063","23.6","95221914","9.5"
"2017-09-27","ÆØÀÌ","61798","105799800","57428","7.6","143910000","-26.5","53902","14.6","100301440","5.5"
"2017-09-26","ÆØÀÌ","54233","101115800","54578","-0.6","123783500","-18.3","53361","1.6","106281340","-4.9"
"2017-09-25","ÆØÀÌ","55139","104882400",,"0.0",,"0.0","51561","6.9","108916950","-3.7"
"2017-09-24","ÆØÀÌ",,,"51581","0.0","94650000","0.0","51927","0.0","109176446","0.0"
"2017-09-23","ÆØÀÌ","53089","91247500","48321","9.9","71951000","26.8","52737","0.7","109279271","-16.5"
"2017-09-22","ÆØÀÌ","53070","87376900","56245","-5.6","87895000","-0.6","54381","-2.4","109830400","-20.4"
"2017-09-21","ÆØÀÌ","59137","99574300","64473","-8.3","108528500","-8.3","55600","6.4","110037700","-9.5"
"2017-09-20","ÆØÀÌ","59723","103555400","62939","-5.1","129396000","-20.0","56664","5.4","113033331","-8.4"
"2017-09-19","ÆØÀÌ","56445","108838200","65185","-13.4","119500000","-8.9","57482","-1.8","114839608","-5.2"
"2017-09-18","ÆØÀÌ","59071","118835800",,"0.0",,"0.0","58182","1.5","115681450","2.7"
"2017-09-17","ÆØÀÌ",,,,"0.0",,"0.0","58016","0.0","115038302","0.0"
"2017-09-16","ÆØÀÌ","57464","103670000",,"0.0",,"0.0","56748","1.3","116328635","-10.9"
"2017-09-15","ÆØÀÌ","57336","105981400",,"0.0",,"0.0","57109","0.4","120954321","-12.4"
"2017-09-14","ÆØÀÌ","59369","110620900","60566","-2.0","99387500","11.3","56075","5.9","123429785","-10.4"
"2017-09-13","ÆØÀÌ","59067","125023200","63001","-6.2","213024500","-41.3","55665","6.1","125466360","-0.4"
"2017-09-12","ÆØÀÌ","61429","134628300","75318","-18.4","174955000","-23.0","56225","9.3","123782777","8.8"
"2017-09-11","ÆØÀÌ","60866","140792300",,"0.0",,"0.0","56356","8.0","124742877","12.9"
"2017-09-10","ÆØÀÌ",,,"63614","0.0","138664000","0.0","56234","0.0","118432312","0.0"
"2017-09-09","ÆØÀÌ","50501","116322100","62857","-19.7","136566000","-14.8","56098","-10.0","114576772","1.5"
"2017-09-08","ÆØÀÌ","47533","114597300","64672","-26.5","130588280","-12.2","55864","-14.9","115046639","-0.4"
"2017-09-07","ÆØÀÌ","59947","117964400","70342","-14.8","128894500","-8.5","57161","4.9","118688605","-0.6"
"2017-09-06","ÆØÀÌ","56744","117709900","56123","1.1","187725500","-37.3","57869","-1.9","115888003","1.6"
"2017-09-05","ÆØÀÌ","58998","130974800","59825","-1.4","199085500","-34.2","58308","1.2","111326653","17.6"
"2017-09-04","ÆØÀÌ","61771","157136700",,"0.0",,"0.0","57150","8.1","107328483","46.4"
"2017-09-03","ÆØÀÌ",,,"55322","0.0","153069500","0.0","57529","0.0","103291450","0.0"
"2017-09-02","ÆØÀÌ","53604","129207500","45419","18.0","132881500","-2.8","57356","-6.5","101349760","27.5"
"2017-09-01","ÆØÀÌ","54746","105807000","56070","-2.4","127244500","-16.8","56452","-3.0","99967960","5.8"
"2017-08-31","ÆØÀÌ","63398","110928400","63924","-0.8","142422000","-22.1","55952","13.3","98799470","12.3"
"2017-08-30","ÆØÀÌ","57868","126039800","52706","9.8","114050500","10.5","54870","5.5","97217087","29.6"
"2017-08-29","ÆØÀÌ","58946","115181400","58692","0.4","91370500","26.1","54244","8.7","91828854","25.4"
"2017-08-28","ÆØÀÌ","61038","102199100",,"0.0",,"0.0","53067","15.0","86678825","17.9"
"2017-08-27","ÆØÀÌ",,,"56948","0.0","69704440","0.0","53570","0.0","84200135","0.0"
"2017-08-26","ÆØÀÌ","54442","77612700","61281","-11.2","76988320","0.8","53783","1.2","81848375","-5.2"
"2017-08-25","ÆØÀÌ","55159","76376400","57951","-4.8","76319640","0.1","53303","3.5","81298410","-6.1"
"2017-08-24","ÆØÀÌ","59145","85439000","56694","4.3","81898000","4.3","52836","11.9","78848547","8.4"
"2017-08-23","ÆØÀÌ","51947","77682500","54641","-4.9","79585000","-2.4","53044","-2.1","75437299","3.0"
"2017-08-22","ÆØÀÌ","60823","85810300","53550","13.6","65147500","31.7","53320","14.1","71679487","19.7"
"2017-08-21","ÆØÀÌ","59782","86156700",,"0.0",,"0.0","53227","12.3","66281217","30.0"
"2017-08-20","ÆØÀÌ",,,"53665","0.0","53785700","0.0","52233","0.0","62630633","0.0"
"2017-08-19","ÆØÀÌ","58065","80007500","58481","-0.7","45300500","76.6","52364","10.9","59228800","35.1"
"2017-08-18","ÆØÀÌ","51400","76036800","57571","-10.7","44348000","71.5","52161","-1.5","56788379","33.9"
"2017-08-17","ÆØÀÌ","66930","75759800","59931","11.7","44343230","70.8","51824","29.1","56067399","35.1"
"2017-08-16","ÆØÀÌ","64387","82073400","60939","5.7","46078500","78.1","51799","24.3","55638832","47.5"
"2017-08-15","ÆØÀÌ","63106","84799600","67078","-5.9","50181000","69.0","52698","19.8","54693099","55.0"
"2017-08-14","ÆØÀÌ","58561","81287700",,"0.0",,"0.0","53660","9.1","53749000","51.2"
"2017-08-13","ÆØÀÌ",,,"61571","0.0","46169500","0.0","53791","0.0","52729167","0.0"
"2017-08-12","ÆØÀÌ","53168","65280300","60757","-12.5","39011500","67.3","54166","-1.8","50453954","29.4"
"2017-08-11","ÆØÀÌ","53208","57796700","62627","-15.0","42798500","35.0","55054","-3.4","50198054","15.1"
"2017-08-10","ÆØÀÌ","64105","62419500","65312","-1.8","45326810","37.7","56311","13.8","52306221","19.3"
"2017-08-09","ÆØÀÌ","60363","63997800","71133","-15.1","61806000","3.5","55818","8.1","52185821","22.6"
"2017-08-08","ÆØÀÌ","65773","79480300","61778","6.5","77311000","2.8","52764","24.7","49759454","59.7"
"2017-08-07","ÆØÀÌ","77922","109564100",,"0.0",,"0.0","53669","45.2","51594600","112.4"
"2017-08-06","ÆØÀÌ",,,"6150","0.0","4815000","0.0","53389","0.0","49781455","0.0"
"2017-08-05","ÆØÀÌ","5075","8282500","71341","-92.9","64711500","-87.2","51141","-90.1","46792389","-82.3"
"2017-08-04","ÆØÀÌ","58444","129121200","62266","-6.1","49414580","161.3","49439","18.2","43755451","195.1"
"2017-08-03","ÆØÀÌ","52369","87517900","59773","-12.4","46629000","87.7","48534","7.9","46154517","89.6"
"2017-08-02","ÆØÀÌ","53057","55475800","57011","-6.9","46599940","19.0","48754","8.8","47100175","17.8"
"2017-08-01","ÆØÀÌ","55518","51786300","49909","11.2","54007500","-4.1","50551","9.8","47528544","9.0"
"2017-07-31","ÆØÀÌ","61986","50965700",,"0.0",,"0.0","50887","21.8","47458777","7.4"
"2017-07-30","ÆØÀÌ",,,"65786","0.0","32415700","0.0","55675","0.0","49625995","0.0"
"2017-07-29","ÆØÀÌ","59400","42377500","59140","0.4","27605000","53.5","57806","2.8","49852605","-15.0"
"2017-07-28","ÆØÀÌ","61558","44762900","61900","-0.6","32343880","38.4","56830","8.3","44592537","0.4"
"2017-07-27","ÆØÀÌ","66389","48710900","73077","-9.2","45538980","7.0","56453","17.6","41658257","16.9"
"2017-07-26","ÆØÀÌ","60829","48124900","60703","0.2","37987000","26.7","55959","8.7","40417173","19.1"
"2017-07-25","ÆØÀÌ","65706","52538700","60127","9.3","40926500","28.4","56438","16.4","42448947","23.8"
"2017-07-24","ÆØÀÌ","63322","52037800",,"0.0",,"0.0","56670","11.7","44104556","18.0"
"2017-07-23","ÆØÀÌ",,,"67836","0.0","42066480","0.0","56512","0.0","45811156","0.0"
"2017-07-22","ÆØÀÌ","57001","43589500","60178","-5.3","40478500","7.7","56806","0.3","47160823","-7.6"
"2017-07-21","ÆØÀÌ","61155","45936300","65987","-7.3","47597000","-3.5","56762","7.7","47762424","-3.8"
"2017-07-20","ÆØÀÌ","61159","48294300","71066","-13.9","56124500","-14.0","56601","8.1","48018301","0.6"
"2017-07-19","ÆØÀÌ","61164","50463000","62490","-2.1","56069500","-10.0","55580","10.0","48212789","4.7"
"2017-07-18","ÆØÀÌ","64138","56514400","65780","-2.5","60717390","-6.9","54663","17.3","48401533","16.8"
"2017-07-17","ÆØÀÌ","62898","54297600",,"0.0",,"0.0","53715","17.1","47039000","15.4"
"2017-07-16","ÆØÀÌ",,,"65945","0.0","55280500","0.0","53312","0.0","46500600","0.0"
"2017-07-15","ÆØÀÌ","61396","47226300","60254","1.9","50467200","-6.4","53214","15.4","46217950","2.2"
"2017-07-14","ÆØÀÌ","57770","41598800","60086","-3.9","53235000","-21.9","54452","6.1","46905507","-11.3"
"2017-07-13","ÆØÀÌ","57759","39084050","62118","-7.0","57323500","-31.8","55111","4.8","48331373","-19.1"
